include,fy,agency,administration,suboffice,program,summary,program_appr,mitigation,power,transportation_sector,industry,agriculture_sector,buildings,forestry,efficiency,clean_electricity,electrification,fuels,carbon_management,non_co2,land_sink,other,rd,piloting,deployment,energy_water,transportation_fs,agriculture_fs,interior_environment,iija,ira,approps,one_time
Y,2021,DOT,Federal Highway Administration,"Stewardship, Ownership, and Management",Appalachian Development Highway System,"The Appalachian Development Highway System Program will distribute funds for construction of the Appalachian Development Highway System by formula to States with one or more counties (including any political subdivision within the area) in the Appalachian Region. The ADHS Program supports the Secretary’s priorities by providing for critical infrastructure, spurring economic growth in this historically isolated region, and ensuring rural regions are connected to cities and towns. The ADHS Program provides residents with safe and reliable access to jobs, education, health care, and social services. It also plays a vital role in giving the Appalachian region access to economic opportunities. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Highway Administration,"Research, Development, and Technology","Promoting Resilient Operations for Transformative, Efficient, and Cost-Saving Transportation (PROTECT) - Discretionary","PROTECT discretionary competitive grants will support planning, resilience improvements, community resilience and evacuation routes, and at-risk coastal infrastructure. This program awards competitive grants for activities that enable communities to address vulnerabilities to current and future weather events, natural disasters, and changing conditions, including sea level rise, and plan transportation improvements and emergency response strategies to address those vulnerabilities. This program, along with the PROTECT Formula Program, are first-of-its-kind programs designed to help States and communities better prepare for and respond to extreme weather events like wildfires, flooding, and extreme heat.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Highway Administration,Bridges and Structures,"National Culvert Removal, Replacement, & Restoration Grant","The Office of the Secretary's National Culvert Removal, Replacement and Restoration program provides supplemental funding for grants to a State, local government, or an Tribe on a competitive basis for projects that replace, remove, and/or repair culverts or weirs. The IIJA establishes the National Culvert Removal, Replacement, and Restoration Grant program (Culvert AOP Program) to provide funding for projects that would meaningfully improve or restore passage for anadromous fish (anadromous fish species are born in freshwater such as streams and rivers, spend most of their lives in the marine environment, and migrate back to freshwater to spawn. 

Eligible uses: Establish an annual competitive grant program to award grants to eligible entities for projects for the replacement, removal, and repair of culverts or weirs that: (1) would meaningfully improve or restore fish passage for anadromous fish; and (2) with respect to weirs, may include (A) infrastructure to facilitate fish passage around or over the weir and (B) weir improvements.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Pipeline and Hazadous Materials Safety Administration,Office of Pipeline BIL Grant,Natural Gas Distribution Infrastructure Safety and Modernization Grants,"Grant funds are made available to municipally or community-owned utility operators (not including for-profit entities) to repair, rehabilitate, or replace its natural gas distribution pipeline system or portions thereof. With the repair, rehabilitation, or replacement of legacy gas distribution pipelines, these systems will operate more safely, reduce methane emissions, and will serve as the building blocks of the infrastructure to transport fuels of the future. The degrading nature of iron alloys, the age of the pipelines, and weak pipe joints design have increased the risk of accidents and climate damaging methane emissions, and this program will accelerate their repair, rehabilitation, or replacement, improving safety and access to energy in these communities. The Natural Gas Distribution Infrastructure Safety and Modernization Grant Program consists of the following two goals:
1. To repair, rehabilitate or replace 1,000 miles of high-risk, leak-prone, community-owned legacy gas distribution pipeline infrastructure,
2. To create an estimated reduction of 1,000 metric tons of methane emissions and a reduction in fatalities/serious injuries.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Highway Administration,Office of Freight Management and Operations,Construction of Ferry Boats and Ferry Terminal Facilities,"The Construction of Ferry Boats and Ferry Terminal Facilities program provides funding for ferry services which are important links in the network of Federal- aid highways, and in many cases, are the only reasonable form of transportation. Projects within this program will support climate change resilience, including consideration of the risks associated with wildfires, drought, extreme heat, and flooding, in line with guidance for projects in floodplains. Section 11117 (b)(1) of the IIJA provides a temporary increased Federal share of 85 percent on projects to replace or retrofit a diesel fuel ferry vessel that provides substantial emissions reductions through September 30, 2025. 

Eligible uses: Replace or acquire new ferry boats; replace propulsion systems with newer cleaner and more energy-efficient power plants; update navigational control systems; construct new terminals; improve access for the disabled; and replace and construct new docking facilities.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Highway Administration,Office of Freight Management and Operations,Reduction of Truck Emissions at Port Facilities,"The Reduction of Truck Emissions at Port Facilities program will study and award competitive grants to reduce truck idling and emissions at ports, including through the advancement of port electrification. The program funds competitive grants for eligible projects that reduce port-related emissions from idling trucks, including through the advancement of port electrification, improvements in efficiency, and other emerging technologies and strategies.  Eligible uses: Competitive grants are intended to test, evaluate, and deploy projects that reduce port-related emissions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Highway Administration,Federal Lands Programs,Nationally Significant Federal Lands and Tribal Projects,"The Nationally Significant Federal Lands and Tribal Projects (NSFLTP) program provides funding for the construction, reconstruction, and rehabilitation of nationally- significant Federal lands transportation projects and Tribal transportation projects. These significant transportation facilities also support access to clean energy sources, such as wind and solar farms on Federal lands, and frequently benefit transportation access in addition to conservation initiatives. An example is the selection of a project in Zion National Park that will result in the replacement of an aged, fossil fuel burning bus fleet with clean energy buses including electric vehicle charging stations. This award addressed local park congestion while also yielding a significant environmental, clean air benefit for visitors and surrounding communities.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Highway Administration,Nationally Significant Freight & Highway Projects,Congestion Relief Program,"This program advances innovative, integrated, and multimodal solutions to reduce congestion and the related economic and environmental costs in the most congested metropolitan areas with an urbanized area population of 1 million+. The program addresses the negative impacts congestion has on safety, mobility, climate, and quality of life.  Eligible uses: Planning, design, implementation, and construction activities to achieve the program goals, including: deployment and operation of integrated congestion management systems, systems that implement or enforce high occupancy vehicle toll lanes or pricing strategies, or mobility services; and incentive programs that encourage carpooling, nonhighway travel during peak periods, or travel during nonpeak periods. 

",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Railroad Administration,Grants and Loans,Restoration & Enhancement Grant Program,"The Restoration and Enhancement Grants program was authorized by Congress to provide operating assistance to initiate, restore, or enhance intercity passenger rail transportation. These funds will be used to reduce congestion and greenhouse gas emissions by expanding investment and use of passenger rail options for intercity travel. Restoration and Enhancement Grants support expanding intercity passenger rail corridors and develop new cooridor services to reduce congestion and greenhouse gas emissions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Transit Administration,,Electric or Low-Emitting Ferry Program,Federal funding available support grants for the purchase of electric or low-emitting ferries and the electrification of -- or other reduction of emissions from -- existing ferries.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Transit Administration,,Transit Cooperative Research Program (TCRP),"The Transit Cooperative Research Program is an applied research program that develops near-term, practical solutions to problems facing public transportation. TCRP research spans a comprehensive array of topics in public transportation: Operations; Service Configuration; Engineering of Vehicles and Equipment; Fixed Facilities; Maintenance; Human Resources; Administration; and Policy and Planning.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Transit Administration,Low or No Emission Vehicle Program,Low or No Emission Vehicle Component Assessment Program (Lo-NO-CAP),"The Federal Transit Administration will provide funds to two qualified institutions of higher education to conduct testing, evaluation, and analysis of low or no emission components intended for use in low- and zero emission buses used to provide public transportation. The Low and No-Emission Component Assessment Program (LoNO-CAP) is intended to test items that are separately installed in and removable from a low- or no-emission transit bus. Eligible uses: To conduct testing, evaluation, and analysis of low- or no-emission vehicle and to conduct testing, evaluation, and analysis of low- or no-emission vehicle components, and new and emerging technology components intended for use in low- or no-emission vehicles; and to conduct directed technology research, as well as operations, maintenance, testing, and evaluation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Transit Administration,,"Research, Development, Demonstration and Deployment Projects","Provides funding to assist innovative projects and activities that advance and sustain safe, efficient, equitable, climate-friendly public transportation. Eligible research and demonstrations under this program explore novel approaches to improve public transportation service – especially for transit-dependent individuals; advance vehicle and system technologies for safety, energy efficiency, and operational performance; use data for enhanced insights; and undertake other activities that help transit agencies meet equity, safety, climate change and transformation goals for a safer, environmentally cleaner, socially just and connected public transportation syste

Subset of Transit Infrastructure Grants - IIJA provided $2,050,000,000 in FY22 but no further breakdown within that grant program. Inclined to include based on description in WHGB, but could not find more detailed breakdown within agency budget documents.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Highway Administration,Acquisition and Grants Management,Neighborhood Access and Equity Grant Program,"This program awards competitive grants for context-sensitive projects that improve walkability and safety and provide affordable transportation access; to mitigate or remediate negative impacts on the human or natural environment in disadvantaged communities from a surface transportation facility; and for planning and capacity building activities in disadvantaged or underserved communities. Other eligible activities include the provision of guidance, technical assistance, templates, training, or tools to facilitate efficient and effective contracting, design, and project delivery by units of local government; and subgrants to units of local governments to build capacity to assume responsibilities to deliver surface transportation projects. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Highway Administration,"Research, Development, and Technology",Low-Carbon Transportation Materials Program,"This program reimburses and provides incentives to eligible recipients for the use, in projects, of construction materials and products that have substantially lower levels of embodied greenhouse gas emissions associated with all relevant stages of production, use, and disposal as compared to estimated industry averages of similar material or products.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Aviation Administration,"Policy, International Affairs and Environment",Fueling Aviation’s Sustainable Transition through Sustainable Aviation Fuels (FAST-SAF),"This program provides grant funding for eligible entities to carry out projects relating to the production, transportation, blending, or storage of sustainable aviation fuel (SAF), with the goal of accelerating the production and use of sustainable aviation fuel and reducing greenhouse gas emissions from the aviation sector.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOT,Federal Aviation Administration,"Policy, International Affairs and Environment",Fueling Aviation’s Sustainable Transition – Technology (FAST-Tech),"This program provides grant funding for eligible entities to carry out projects that develop, demonstrate, or apply low-emission aviation technologies, which are technologies that significantly improve aircraft fuel efficiency or reduce greenhouse gas emissions during the operation of civil aircraft.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Reclamation,Small Storage Program,"Water & Groundwater Storage, and Conveyance","Water Storage, Groundwater Storage, and Conveyance projects with existing feasibility study or construction authorization are eligible for funding. Small Water Storage and Groundwater Storage Projects are defined in the Bipartisan Infrastructure Law as projects that have storage capacity between 2,000 acre-feet and 30,000 acre-feet and increase surface water or groundwater storage or convey water, directly or indirectly, to or from surface water or groundwater storage. This program focuses on advancing water storage and conveyance supporting local water management agencies, farmers, families and wildlife. 

",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Reclamation,WaterSMART,Water Recycling,"This program funds projects that reclaim and/or reuse municipal, industrial, and agricultural wastewater; or impaired ground and surface waters. Large Scale Water Recycling Program is defined in the Bipartisan Infrastructure Law as projects that reclaim and reuse municipal, industrial, domestic, or agricultural wastewater; or impaired groundwater or surface water with a total project cost of $500 million or more and located in a Reclamation State. The Authority and funding expanded this program via the BIL.

Eligible uses: Water recycling and reuse projects and large water reuse projects in Reclamation States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Reclamation,WaterSMART,WaterSMART Grants,"This funding will be used for competitive grants through WaterSMART under the authority of Sec. 9504(a) of the SECURE Water Act for water management improvements that contribute to water supply sustainability, increase drought resilience, and that have environmental benefits. The program works with States, Tribes, and local entities to increase water supply through investments to modernize existing infrastructure and attention to local water conflicts. Funding under BIL Section 40901(7) implements Section 9504 of the SECURE Water Act, including projects focused on water efficiency, drought resilience, environmental benefits, small-scale water management improvements, planning of water marketing activities, and development of water management tools. Eligible uses are grant projects that support water management improvements that contribute to water supply sustainability, increase drought resilience, and that have environmental benefits.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Reclamation,Research and Development,Water Desalination Projects,"This program funds water desalination projects support desalination of ocean or brackish water. The program provides financial assistance for advanced water treatment research and development, leading to improved technologies for converting unusable water resources into usable water supplies. The program funds development of climate-resilient, water treatment-based solutions for water supply via financial assistance for externally led research and Reclamation-hosted research at the Brackish Groundwater National Desalination Research Facility. Developing more cost-effective and low-impact treatment technologies bolsters the ability of Reclamation and its customers and stakeholders to cope with stresses of climate change.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Reclamation,Cooperative Watershed Management Program,Watershed Management Projects,"Watershed management includes water conservation and efficiency projects that increase reliability for ecological value, improvements to mitigate drought- related impacts to ecological values, and projects that improve the condition of a natural feature or nature-based feature. Eligible uses include water conservation and efficiency projects that increase reliability for ecological value, improvements to mitigate drought related impacts to ecological values, and projects that improve the condition of a natural feature or nature-based feature.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Reclamation,Colorado River Operations Program,Colorado River Drought Contingency Plan,"The Colorado River Basin Drought Contingency Plan aims to reduce the risk of Lake Mead and Lake Powell reaching critically low elevations. The DCP requires additional water savings contributions by Lower Basin States, allows for flexibility for water storage and recovery to incentivize conservation, requires Reclamation to implement programs designed to create or conserve additional water in the Lower Basin (subject to available appropriations), and provides for drought response operations and demand management in the Upper Basin. Funding is provided to implement the Colorado River Basin Drought Contingency Plan, consistent with the obligations of the Secretary under the Colorado River Drought Contingency Plan Authorization Act (P.L. 116-14), related agreements and BIL Section 40901(8).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Reclamation,Aquatic Ecosystem Restoration and Protection,Aquatic Ecosystem Restoration and Protection Projects,"The Aquatic Ecosystem restoration program is a new program currently under development. This funding will support design, study and construction of aquatic ecosystem restoration and protection projects. Eligible uses: Projects that improve the health of fisheries, wildlife or aquatic habitat, including through habitat restoration, and improved fish passage through the removal or bypass of barriers to fish passage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Reclamation,Cooperative Watershed Management Program,Multi-Benefit Projects to Improve Watershed Health,"This program implements new authority for funding of multi-benefit Habitat projects to improve watershed health, and the program is currently under development. This funding will be allocated to projects that support habitat restoration and watershed health in basins impacted by a Reclamation project. Eligible uses: Habitat restoration, and improvement of watershed health in basins impacted by a Reclamation project.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Reclamation,Conservation,Colorado River Endangered Species Recovery and Conservation Programs,The Colorado River Basin Endangered Species and Conservation programs support the Upper Colorado River Endangered Fish and San Juan River Basin Recovery Implementation Programs and the Glen Canyon Dam Adaptive Management Program in the Upper Colorado Basin. This program includes specific allocations for work benefitting endangered species for the Colorado River Basin pursuant to BIL Section 40901(12).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Reclamation,"Water, Environmental & Ecosystems Division",Canal Improvement Projects,"This program provides direct federal spending to design, study, and implement projects to cover canals with solar panels. Eligible uses are to fund the design, study, and implementation of projects (including pilot and demonstration projects) to cover water conveyance facilities with solar panels to generate renewable energy or other Reclamation projects that increase water efficiency and assist in clean energy goals.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Reclamation,"Water, Environmental & Ecosystems Division",Drought Mitigation,"This program provides funding to complete short-term bridging actions and longer-term durable actions to protect the Colorado River and the 40 million people it serves as well as other basins experiencing a comparable level of long-term drought, such as the Sacramento-San Joaquin, Klamath, and Rio Grande Basins. Eligible uses are to provide funding for projects ensuring that (1) conserved water will benefit basins experiencing long-term drought and (2) the conserved water is not diverted for consumptive use for a period of time or in perpetuity based on certain criteria. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Reclamation,"Water, Environmental & Ecosystems Division",Emergency Drought Relief for Tribes,"This program funds near-term drought relief actions to mitigate drought impacts for Indian Tribes affected by the operation of a Bureau of Reclamation water project, including water shortages, and to mitigate the loss of Tribal trust resources.Eligible uses are to fund projects designed to mitigate near-term drought impacts for Indian Tribes that are affected by the operation of a Bureau of Reclamation water project, including direct financial assistance to address drinking water shortages and to mitigate the loss of Tribal resources.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Central Utah Project Completion Act,,Central Utah Project,"This program continues construction of the Utah Lake System Pipeline to deliver 30,000 acre-feet of water to the communities in South Utah County, continued construction of a water flow control structure at Sixth Water on the Diamond Fork System to allow for minimum stream flows for fishery purposes, and continued development of the Provo River Delta Restoration Project for habitat development for the threatened June sucker fish.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Fish and Wildlife Service,Ecological Services,National Fish Passage Program,This program is for restoring fish and wildlife passage by removing in-stream barriers and providing technical assistance under the National Fish Passage Program. The National Fish Passage Program is an existing program that relies on a network of U.S. Fish and Wildlife Service biologists and engineers stationed throughout the country.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Fish and Wildlife Service,Conservation Planning and Policy,Klamath Basin Restoration Program,"This funding will be allocated for habitat restoration and water right acquisition to help restore the Klamath ecosystem, as well as for enhanced hatchery production of listed Klamath species (Lost River and shortnose suckers). The objectives of the Service’s Klamath Basin Restoration Program include enhancing captive rearing of listed sucker species at the Klamath Falls National Fish Hatchery, addressing water quality/quantity issues throughout the Basin [e.g., water quantity at Lower Klamath National Wildlife Refuge and water quality in Upper Klamath Lake (UKL)], and supporting projects that will help improve conditions for waterfowl, salmon, suckers and other native fish species throughout the Klamath Basin.

Eligible uses: Funds will be distributed through a combination of competitive contracts, Tribal grants and other grants, and cooperative agreements.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Fish and Wildlife Service,Conservation Planning and Policy,Ecosystem - Sagebrush-Steppe,"The goal of this program is to conserve the sagebrush ecosystem of the American West and the nationally-significant biological, cultural and economic resources it supports. This program builds on an existing collaborative effort to conserve the sagebrush ecosystem of the American West and the nationally significant biological, cultural and economic resources it supports. Working across 13 Western States and multiple jurisdictions, this partnership is using leading-edge science and a Strategic Habitat Conservation (SHC) approach to identify the most pressing threats to a sustainable sagebrush ecosystem, such as invasive species and wildfire, and investing in tangible, measurable actions to address those threats in the face of a changing climate. Eligible uses: Funds will be distributed through a combination of competitive contracts, Tribal grants and other grants, and cooperative agreements.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Fish and Wildlife Service,Conservation Planning and Policy,Delaware River Basin Program,"The Delaware River Basin program provides competitive matching grants for habitat conservation to State and local governments, nonprofit organizations, institutions of higher education, and other eligible entities in the Delaware River Basin. Together with our partners at the National Fish and Wildlife Foundation (NFWF) and the Delaware River Watershed Conservation Collaborative (Collaborative) Steering Committee, the Service will set priority actions to be funded in this year’s Delaware Watershed Conservation Fund (DWCF) request for proposals (RFP) under the heading of “nature-based solutions”: approaches that use, mimic, or enhance physical, biological, geological, and chemical processes 12 that exist in natural systems to provide services, like shoreline protection. Examples of nature based solutions we will prioritize for funding include wetland restoration, riparian buffers, upgrades to road-stream crossing for safety and aquatic passage, measures like living shoreline that improve coastal resilience, forest restoration and management, and land protection.

Eligible uses: Funds will be distributed through a combination of competitive contracts, Tribal grants and other grants, and cooperative agreements.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Fish and Wildlife Service,National Wildlife Refuge System,Refuge System Resiliency,"The goal of this program is to fund projects on National Wildlife Refuges and state wildlife management areas that combat invasive species, restore and increase the resiliency of habitats, and/or build resilient infrastructure, with a focus on nature-based solutions where possible. Eligible Uses: Rebuilding and restoring units of the National Wildlife Refuge System and state wildlife management areas by (1) addressing the threat of invasive species; (2) increasing the resiliency and capacity of habitats and infrastructure to withstand climate-induced weather events; and (3) reducing the amount of damage caused by climate-induced weather events.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,National Park Service,Restoration and Resilience,National Parks and Public Lands Conservation and Resilience,"Program funding is to carry out projects for the conservation, protection, and resiliency of lands and resources administered by the Bureau of Land Management and the National Park Service.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,National Park Service,Restoration and Resilience,National Parks and Public Lands Conservation and Ecosystem Restoration,This program involves carrying out conservation and ecosystem and habitat restoration projects on lands administered by the Bureau of Land Management and the National Park Service. The IRA WHGB co-lists this project with the Bureau of Land Management.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Indian Affairs,Branch of Water Resources,Indian Water Rights Settlements,"Division G establishes the Indian Water Rights Settlement Completion Fund (Fund). This fund satisfies Federal obligations under Indian water rights settlement enacted as of November 15, 2021. Eligible uses: transfer to funds or accounts authorized to receive discretionary appropriations, or to satisfy other obligations identified by the Secretary of the Interior, under an Indian water settlement approved and authorized by an Act of Congress before the date of enactment of the IIJA. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Indian Affairs,Operation of Indian Programs,Tribal Climate Resilience - Community Relocation,"This program involves Implementation of Community Relocation, Managed Retreat, or Protect- in-Place Actions to increase climate resilience. It is designed to support Tribes facing questions and decisions regarding managed retreat, expansion, protect-in-place, and relocation options due to threats from intensifying coastal or riverine erosion, flooding and permafrost degradation impacts, sea level rise, and other impacts. Assessment, monitoring, planning, design, and implementation (of actions identified in existing planning documents or with appropriate baseline data) are allowable. Activities should address climate change impacts which affect the viability of infrastructure and other resources at risk. Examples of planning activities can include vulnerability and risk assessments, design of expansion, protect-in-place or relocation activities; analysis of options; development of Tribal community mitigation efforts; design of emergency drills and exercises, and more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Indian Affairs,Operation of Indian Programs,Tribal Climate Resilience - Adaptation Planning,"Tribal Climate Adaptation programs provide support for climate resilient planning to help sustain Tribal ecosystems and natural and cultural resources, economies, infrastructure, human health, and safety. Funds may be used for trainings and workshops, vulnerability and risk assessment, supplementary monitoring for climate-related decision-making, scoping efforts, adaptation planning, travel support, ocean and coastal management planning, capacity building for adaptation planning, relocation, managed retreat, or protect-inplace assessment, planning, and design; and internships and youth engagement.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Indian Affairs,Office of the Assistant Secretary,Tribal Electrification Program,"The purpose of this program is to provide financial and technical assistance to Tribes to increase the number of Tribal homes with zero-emission electricity. According to the IRA WHGB, eligible uses of funding are for (1) the provision of electricity to unelectrified Tribal homes through zero emissions energy systems; (2) transitioning electrified Tribal homes to zero-emissions energy systems; and (3) associated home repairs and retrofitting necessary to install the zero-emissions energy systems.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Indian Affairs,Branch of Tribal Climate Resilience (TCR),Tribal Climate Resilience,"The purpose of this program is to support climate resilience planning to help sustain Tribal ecosystems and natural and cultural resources, economies, infrastructure, human health, and safety. Eligible uses include habitat restoration and adaptation activities, community directed relocation, and other activities.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Bureau of Indian Affairs,Branch of Tribal Climate Resilience (TCR),Tribal Climate Resilience: Fish Hatchery Operations and Maintenance,The goal of this program is to extend the life of 88 Tribal hatcheries across the nation and to support hatchery rearing and stocking programs. Eligible uses include fish hatchery maintenance and operations.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Office of the Secretary Department-Wide Programs,Ecosystem Restoration,Grants for States and Tribes for Voluntary Restoration,"The goal of this program is to provide grants to States, territories of the United States, and Tribes for implementing voluntary restoration projects on private or public lands. FY22 funding for this program was allocated across three primary areas: (1) Construction of captive bird propagation facilities for endangered bird species in Hawaii; (2) Landscape level biological control to reduce mosquito vector that causes avian malaria; (3) Supported the American the Beautiful Challenge to the National Fish and Wildlife Foundation (NFWF), that support locally led ecosystem restoration projects that invest in watershed restoration, resilience, equitable access, workforce development, corridors and connectivity, and collaborative conservation. 
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Office of the Secretary Department-Wide Programs,Ecosystem Restoration,Grants for States and Tribes for Voluntary Restoration,"The goal of this program is to provide grants to States, territories of the United States, and Tribes for implementing voluntary restoration projects on private or public lands.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Office of the Secretary Department-Wide Programs,Federal Orphaned Well Porgram,"Orphaned Well Site Plugging, Remediation, and Restoration","Funding to administer a program for plugging wells on Federal land, and for issuing grants to States and Tribes on State, private, and Tribal land. Grants to States are available through three separate programs. Eligible uses for funding are: Inventory, site characterization, down-hole well plugging, surface remediation, removal of surface equipment, restoration of native species habitat impacted by orphaned wells and associated infrastructure, measurement and tracking of air and water pollution due to orphaned wells, and identification and remediation of disproportionate health and environmental impacts of orphaned wells on communities of color, low-income communities, and Tribal and indigenous communities.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2021,DOI,Office of the Secretary Department-Wide Programs,Ecosystem Restoration,Direct Federal Spending for Revegetation of Mined Lands,"According to the IIJA WHGB, eligible projects include those which restore native vegetation and mitigate environmental hazards on mined Federal or non-Federal lands. DOI expects the funding to serve as an expansion or extension of existing DOI work in mine reclamation, mitigation and restoration, with a particular focus on restoring native vegetation, which would involve the National Seed Strategy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
